Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,mvpLastSeason,mvpLast3Seasons,allNba1LastSeason,allNba1Last3Season,allNba2LastSeason,allNba2Last3Season,allNba3LastSeason,allNba3Last3Season,dpoyLastSeason,dpoyLast3Season,smoyLastSeason,smoyLast3Season,mipLastSeason,mipLast3Season,faSeason,contractAmt,contractTerm,Pos_C,Pos_C-PF,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-C,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF,faType_RFA,faType_UFA,cap,contract%cap
Andre Drummond,27,TOT,46,46,27.0,6.1,12.4,.493,0.0,0.2,.000,6.1,12.3,.500,.493,2.7,4.5,.600,3.6,8.4,12.0,2.0,1.4,1.1,2.7,3.2,14.9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2401537.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.021363326631914176
Wayne Ellington,33,DET,46,31,22.0,3.2,7.3,.441,2.5,6.0,.422,0.7,1.4,.524,.612,0.6,0.8,.800,0.3,1.6,1.8,1.5,0.4,0.2,0.7,1.3,9.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.023499661963812337
Dante Exum,25,CLE,6,3,19.3,1.7,4.3,.385,0.3,1.8,.182,1.3,2.5,.533,.423,0.2,0.3,.500,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8100000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.024018360702403617
Tacko Fall,25,BOS,19,0,7.2,1.1,1.5,.724,0.0,0.0,,1.1,1.5,.724,.724,0.3,0.8,.333,0.8,1.9,2.7,0.2,0.1,1.1,0.3,1.2,2.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.014848488622413579
Bryn Forbes,27,MIL,70,10,19.3,3.6,7.6,.473,2.2,4.9,.452,1.4,2.7,.511,.618,0.7,0.9,.770,0.2,1.4,1.6,0.6,0.3,0.0,0.6,1.1,10.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500000.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.04003060117067269
Evan Fournier,28,TOT,42,36,30.0,5.9,12.9,.457,2.8,6.7,.413,3.1,6.1,.504,.565,2.6,3.3,.788,0.2,2.8,3.0,3.4,1.1,0.5,1.7,2.3,17.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73000000.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,112414000.0,0.16234632696995036
Enes Freedom,28,POR,72,35,24.4,4.7,7.8,.604,0.0,0.1,.250,4.7,7.7,.607,.605,1.8,2.3,.774,3.9,7.1,11.0,1.2,0.5,0.7,1.1,2.3,11.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Langston Galloway,29,PHO,40,0,11.0,1.7,3.7,.449,0.9,2.1,.424,0.8,1.6,.484,.571,0.6,0.6,.957,0.2,0.9,1.1,0.7,0.2,0.0,0.3,0.6,4.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2239544.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.019922287259594
Rudy Gay,34,SAS,63,1,21.6,4.2,10.0,.420,1.7,4.4,.381,2.5,5.6,.451,.505,1.3,1.6,.804,0.7,4.1,4.8,1.4,0.7,0.6,1.0,1.8,11.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18553500.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.05501538954222784
Taj Gibson,35,NYK,45,3,20.8,2.2,3.5,.627,0.1,0.3,.200,2.1,3.2,.671,.636,0.9,1.2,.727,2.2,3.4,5.6,0.8,0.7,1.1,0.5,2.2,5.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10065500.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.044769779564822886
Harry Giles,22,POR,38,0,9.2,1.1,2.6,.433,0.2,0.6,.348,0.9,1.9,.459,.474,0.4,0.7,.593,0.8,2.7,3.5,0.8,0.2,0.3,0.5,1.4,2.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Devonte' Graham,25,CHO,55,44,30.2,4.6,12.2,.377,3.3,8.7,.375,1.3,3.5,.380,.510,2.4,2.9,.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,1.4,14.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47300000.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.1051915241873788
Danny Green,33,PHI,69,69,28.0,3.2,7.9,.412,2.5,6.3,.405,0.7,1.6,.438,.573,0.4,0.6,.775,0.8,3.0,3.8,1.7,1.3,0.8,1.0,1.8,9.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20000000.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.08895689149038376
JaMychal Green,30,DEN,58,5,19.3,3.0,6.4,.463,1.4,3.4,.399,1.6,3.0,.534,.568,0.8,1.0,.807,1.5,3.3,4.8,0.9,0.4,0.4,0.9,2.5,8.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16400000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.07294465102211468
Javonte Green,27,TOT,41,2,11.5,1.3,2.5,.520,0.2,0.7,.333,1.0,1.8,.597,.569,0.7,1.0,.750,0.6,1.1,1.7,0.4,0.7,0.1,0.5,1.1,3.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3484855.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112414000.0,0.015500093404736065
Jeff Green,34,BRK,68,38,27.0,3.8,7.8,.492,1.5,3.7,.412,2.3,4.1,.564,.590,1.8,2.4,.776,0.5,3.4,3.9,1.6,0.5,0.4,0.8,1.8,11.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9000000.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04003060117067269
Blake Griffin,31,TOT,46,30,25.8,3.8,8.9,.423,1.5,4.5,.341,2.3,4.5,.505,.509,1.9,2.5,.744,0.8,4.1,4.9,3.0,0.7,0.3,1.3,2.4,11.0,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2641691.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Kyle Guy,23,SAC,31,0,7.6,0.9,2.8,.330,0.4,1.5,.283,0.5,1.4,.381,.403,0.5,0.6,.800,0.2,1.0,1.1,1.0,0.2,0.0,0.4,0.6,2.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.014848488622413579
Tim Hardaway Jr,28,DAL,70,31,28.4,5.8,13.0,.447,3.0,7.6,.391,2.9,5.5,.524,.560,2.0,2.5,.816,0.3,3.0,3.3,1.8,0.4,0.2,0.9,1.6,16.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75000000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.16679417154446954
Maurice Harkless,27,TOT,37,23,20.9,1.9,4.5,.418,0.6,2.3,.274,1.2,2.2,.568,.488,0.9,1.2,.767,0.4,2.1,2.4,1.2,0.8,0.5,0.6,2.3,5.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9000000.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04003060117067269
Jared Harper,23,NYK,8,0,2.0,0.0,0.5,.000,0.0,0.1,.000,0.0,0.4,.000,.000,0.4,0.5,.750,0.0,0.3,0.3,0.1,0.0,0.0,0.4,0.1,0.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.014848488622413579
Shaquille Harrison,27,TOT,34,0,9.8,0.8,2.3,.333,0.1,0.5,.188,0.7,1.8,.371,.353,0.5,0.6,.818,0.2,1.2,1.4,0.7,0.5,0.1,0.3,1.0,2.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.01591666518405181
Josh Hart,25,NOP,47,4,28.7,3.2,7.3,.439,1.3,4.1,.326,1.9,3.2,.583,.531,1.5,1.9,.775,1.1,6.9,8.0,2.3,0.8,0.3,1.0,2.4,9.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37920000.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,112414000.0,0.11244151084384507
Udonis Haslem,40,MIA,1,0,3.0,2.0,2.0,1.000,0.0,0.0,,2.0,2.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Willy Hernangomez,26,NOP,47,12,18.0,3.2,5.7,.563,0.0,0.2,.100,3.2,5.5,.581,.565,1.3,2.0,.667,2.5,4.6,7.1,1.1,0.5,0.5,0.7,1.4,7.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7330743.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.021737336986496342
George Hill,34,TOT,30,17,22.4,3.2,6.6,.482,1.0,2.7,.388,2.1,3.9,.547,.561,1.3,1.7,.800,0.5,1.5,2.0,2.4,0.8,0.2,1.0,1.0,8.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000000.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.0355827565961535
Solomon Hill,29,ATL,71,16,21.3,1.5,4.2,.359,1.0,3.0,.321,0.5,1.2,.453,.473,0.5,0.6,.761,0.6,2.4,3.0,1.1,0.7,0.2,0.6,1.6,4.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389641.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.021257503513797214
Nate Hinton,21,DAL,21,0,4.4,0.7,2.0,.357,0.2,0.9,.211,0.5,1.1,.478,.405,0.3,0.5,.700,0.0,0.4,0.4,0.4,0.3,0.1,0.2,0.4,2.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1489065.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,112414000.0,0.01324625936271283
Richaun Holmes,27,SAC,61,61,29.2,6.0,9.4,.637,0.0,0.2,.182,6.0,9.2,.645,.638,2.2,2.8,.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,3.5,14.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46522560.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.1034625580443717
Rodney Hood,28,TOT,55,5,17.1,1.7,4.7,.362,0.6,2.1,.301,1.1,2.7,.408,.427,0.4,0.5,.857,0.4,1.5,1.9,1.0,0.4,0.1,0.7,1.3,4.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2239544.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.019922287259594
Talen Horton-Tucker,20,LAL,65,4,20.1,3.4,7.5,.458,0.6,2.0,.282,2.9,5.5,.522,.496,1.5,2.0,.775,0.4,2.2,2.6,2.8,1.0,0.3,1.6,2.0,9.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30780000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,112414000.0,0.09126977066913373
Dwight Howard,35,PHI,69,6,17.3,2.6,4.4,.587,0.1,0.3,.250,2.5,4.1,.611,.596,1.8,3.0,.576,2.8,5.7,8.4,0.9,0.4,0.9,1.6,2.9,7.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Frank Jackson,22,DET,40,6,18.5,3.4,7.3,.457,1.5,3.8,.407,1.8,3.6,.510,.561,1.5,1.9,.813,0.4,1.8,2.2,0.9,0.4,0.0,0.9,1.3,9.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6150000.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.027354244133293005
Reggie Jackson,30,LAC,67,43,23.0,3.9,8.7,.450,1.8,4.2,.433,2.1,4.5,.465,.554,1.0,1.2,.817,0.4,2.5,2.9,3.1,0.6,0.1,1.1,1.9,10.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21599760.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.09607237532691658
DaQuan Jeffries,23,TOT,31,5,15.9,1.6,3.9,.417,0.6,2.2,.299,1.0,1.7,.566,.500,0.2,0.3,.875,0.6,1.7,2.3,0.7,0.5,0.3,0.5,1.5,4.1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.014848488622413579
Alize Johnson,24,BRK,18,0,10.5,2.2,3.8,.588,0.1,0.3,.167,2.2,3.4,.629,.596,0.7,0.7,1.000,1.5,3.5,5.0,0.8,0.3,0.3,0.5,0.9,5.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3607937.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.016047543010657035
James Johnson,33,TOT,51,12,20.5,2.9,6.4,.446,0.6,2.4,.258,2.3,4.1,.556,.494,0.9,1.5,.592,0.6,2.8,3.5,1.9,0.8,0.8,1.1,2.4,7.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Stanley Johnson,24,TOR,61,13,16.5,1.5,3.8,.382,0.7,2.2,.328,0.7,1.6,.458,.479,0.7,0.9,.800,0.5,2.0,2.5,1.5,0.9,0.3,0.9,1.9,4.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2089448.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.018587079901079936
DeAndre Jordan,32,BRK,57,43,21.9,3.3,4.4,.763,0.0,0.0,.000,3.3,4.4,.766,.763,0.8,1.6,.500,2.1,5.4,7.5,1.6,0.3,1.1,1.5,2.0,7.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Cory Joseph,29,TOT,63,13,23.0,3.2,6.8,.469,0.7,2.1,.341,2.5,4.7,.527,.522,1.1,1.4,.818,0.6,2.0,2.5,3.4,1.0,0.3,1.3,2.2,8.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10065000.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04476755564253563
Frank Kaminsky,27,PHO,47,13,15.2,2.6,5.5,.471,0.7,1.8,.365,1.9,3.7,.523,.531,0.8,1.3,.617,0.8,3.2,4.0,1.7,0.3,0.4,0.5,1.5,6.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2089448.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.018587079901079936
Luke Kornet,25,TOT,31,2,11.2,1.4,3.3,.436,0.5,1.9,.254,0.9,1.4,.690,.510,0.1,0.2,.500,0.5,1.7,2.2,0.8,0.1,1.0,0.2,0.6,3.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Saben Lee,21,DET,48,7,16.3,2.1,4.4,.471,0.2,0.5,.348,1.9,3.9,.487,.490,1.3,1.9,.685,0.4,1.6,2.0,3.6,0.7,0.3,1.1,1.6,5.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5143840.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.015252667224129853
Alex Len,27,TOT,64,42,15.3,2.7,4.3,.615,0.1,0.4,.320,2.5,4.0,.644,.629,1.1,1.8,.629,1.2,2.8,4.1,0.8,0.3,1.0,0.9,2.0,6.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7650600.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.0340286797018165
Kawhi Leonard,29,LAC,52,52,34.1,8.9,17.5,.512,1.9,4.9,.398,7.0,12.6,.557,.568,5.0,5.7,.885,1.1,5.4,6.5,5.2,1.6,0.4,2.0,1.6,24.8,2021,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,176265152.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.35
Robin Lopez,32,WAS,71,9,19.1,3.8,6.0,.633,0.1,0.3,.278,3.7,5.7,.649,.639,1.4,1.9,.723,2.0,1.8,3.8,0.8,0.2,0.6,1.1,1.5,9.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000000.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04447844574519188
Didi Louzada,21,NOP,3,0,18.7,1.0,4.3,.231,0.7,2.7,.250,0.3,1.7,.200,.308,0.0,0.0,,0.3,0.7,1.0,1.0,0.7,0.0,1.0,1.7,2.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7686312.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,112414000.0,0.017093760563630864
Kyle Lowry,34,TOR,46,46,34.8,5.7,13.0,.436,2.8,7.2,.396,2.8,5.8,.487,.546,3.0,3.5,.875,0.8,4.6,5.4,7.3,1.0,0.3,2.7,3.1,17.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85000002.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.25204453181988007
Timothe Luwawu-Cabarrot,25,BRK,58,7,18.1,2.2,6.1,.365,1.3,4.1,.314,0.9,2.0,.470,.471,0.6,0.7,.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,1.7,6.4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1939350.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.017251854751187574
Trey Lyles,25,SAS,23,9,15.6,1.9,3.9,.478,0.6,1.7,.350,1.3,2.2,.580,.556,0.7,1.0,.652,0.4,3.3,3.7,0.6,0.3,0.0,0.3,0.6,5.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5125000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.022795203444410838
Boban Marjanovic,32,DAL,33,3,8.2,1.9,3.7,.508,0.0,0.2,.125,1.8,3.5,.535,.512,0.9,1.2,.816,1.4,2.5,3.9,0.3,0.1,0.2,0.4,0.9,4.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000000.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.031134912021634317
Lauri Markkanen,23,CHI,51,26,25.8,4.9,10.2,.480,2.3,5.8,.402,2.6,4.4,.582,.594,1.5,1.8,.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,1.5,13.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67470906.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.15005005159499707
Garrison Mathews,24,WAS,64,24,16.2,1.5,3.7,.409,1.2,3.1,.384,0.3,0.6,.538,.570,1.3,1.5,.884,0.3,1.1,1.4,0.4,0.5,0.1,0.2,1.7,5.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.014848488622413579
TJ McConnell,28,IND,69,3,26.0,4.0,7.1,.559,0.2,0.7,.313,3.8,6.4,.586,.574,0.5,0.7,.688,0.8,2.9,3.7,6.6,1.9,0.3,2.0,1.6,8.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33600000.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.07472378885192237
Doug McDermott,29,IND,66,29,24.5,5.4,10.1,.532,1.7,4.3,.388,3.7,5.7,.641,.616,1.2,1.5,.816,0.9,2.4,3.3,1.3,0.3,0.1,0.8,1.8,13.6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42000000.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.12453964808653727
JaVale McGee,33,TOT,46,2,14.7,3.1,6.1,.511,0.1,0.5,.208,3.0,5.6,.539,.520,1.0,1.5,.657,1.7,3.5,5.2,0.8,0.4,1.2,1.3,2.6,7.3,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000000.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04447844574519188
Jordan McLaughlin,24,MIN,51,2,18.4,2.0,4.7,.413,0.6,1.8,.359,1.3,2.9,.447,.481,0.5,0.6,.767,0.4,1.7,2.1,3.8,1.0,0.1,1.0,0.9,5.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6480000.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.01921468856192289
Ben McLemore,27,TOT,53,5,17.1,2.5,6.9,.370,1.8,5.3,.346,0.7,1.6,.447,.503,0.7,1.0,.736,0.3,1.6,1.9,0.7,0.4,0.2,0.8,1.7,7.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389641.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.021257503513797214
Patty Mills,32,SAS,68,1,24.8,3.7,9.0,.412,2.4,6.3,.375,1.3,2.7,.500,.544,1.0,1.1,.910,0.3,1.4,1.7,2.4,0.6,0.0,1.0,1.2,10.8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12074500.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.053705499315031935
Paul Millsap,35,DEN,56,36,20.8,3.4,7.2,.476,0.9,2.6,.343,2.5,4.6,.550,.537,1.3,1.8,.724,1.4,3.3,4.7,1.8,0.9,0.6,0.9,2.0,9.0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Malik Monk,22,CHO,42,0,20.9,4.1,9.5,.434,2.0,5.0,.401,2.1,4.5,.471,.540,1.4,1.7,.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1,11.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.01591666518405181
E'Twaun Moore,31,PHO,27,1,14.4,2.0,4.5,.455,0.4,1.3,.314,1.6,3.2,.512,.500,0.4,0.5,.857,0.5,1.1,1.7,1.5,0.6,0.2,0.9,1.2,4.9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.023499661963812337
Juwan Morgan,23,UTA,29,0,5.1,0.5,1.0,.467,0.1,0.4,.308,0.3,0.6,.588,.533,0.1,0.2,.429,0.3,0.7,1.0,0.3,0.1,0.0,0.1,0.7,1.2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.014848488622413579
Markieff Morris,31,LAL,61,27,19.7,2.5,6.2,.405,1.1,3.4,.311,1.4,2.8,.521,.491,0.6,0.8,.720,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7,6.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Mike Muscala,29,OKC,35,0,18.4,3.4,7.6,.446,1.9,5.3,.370,1.5,2.4,.614,.573,0.9,1.0,.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000000.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.031134912021634317
Svi Mykhailiuk,23,TOT,66,14,20.1,3.2,7.7,.411,1.6,4.8,.334,1.6,2.9,.536,.515,0.6,0.8,.760,0.4,2.1,2.5,1.7,0.8,0.2,1.3,1.0,8.5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3607937.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,112414000.0,0.016047543010657035
Abdel Nader,27,PHO,24,0,14.8,2.4,4.8,.491,0.8,1.8,.419,1.6,3.0,.534,.569,1.2,1.5,.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4160000.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.018503033429999823
Raul Neto,28,WAS,64,22,21.9,3.3,7.0,.468,1.0,2.6,.390,2.3,4.4,.512,.539,1.2,1.3,.882,0.4,2.0,2.4,2.3,1.1,0.1,0.8,1.7,8.7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2089448.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.018587079901079936
