hitClass,exitSpeed,launchAngle,direction,distance,playingLevel
2,0,0,0,0,3
2,0,0,0,0,2
2,0,0,0,0,1
2,0,0,0,0,0
5,23.1118526,43.59651,5.839264,46.8245735,1
2,32.7093163,3.50937819,43.0071526,20.43319,1
2,0,0,0,0,2
5,19.9937725,28.61041,4.79701138,33.39164,0
4,38.64915,18.9497757,3.763403,71.49269,1
4,35.2310753,18.9486523,11.4679747,80.8171,0
1,37.9669037,-6.66503572,-30.3010654,6.09243631,2
3,38.32773,11.5490866,-7.99141645,61.11531,1
4,35.82976,15.8059111,6.14674854,64.5173,1
2,0,0,0,0,0
4,33.9944153,17.84246,-32.7866249,56.7258644,2
2,0,0,0,0,0
2,0,0,0,0,1
3,37.89036,7.2794714,33.3465347,26.4356785,1
1,15.437932,-2.76298833,3.24036646,5.874369,2
4,36.1524048,19.2941532,4.57444763,73.7648849,1
4,26.1138611,18.3867874,-25.8678741,44.2709427,0
5,26.4223061,29.9205532,-1.71957409,52.0661545,0
2,23.04398,4.52233744,5.408408,14.6857967,0
5,45.9198,27.4519882,9.135663,126.658188,3
4,25.1474438,22.0194035,-13.9816446,47.7870636,1
2,35.3637238,3.69850135,21.7663,19.49069,2
4,26.355814,20.50706,4.387745,46.27952,0
5,29.9715748,30.9202137,-19.471611,67.14452,1
5,20.3794651,48.2248764,-60.7336044,36.5285225,2
5,29.09158,33.07249,-22.8175335,61.9529076,1
3,37.75384,9.0682745,9.849092,46.29625,1
1,22.1643581,-26.514349,31.274765,1.34154832,0
4,33.8033829,18.8461819,28.8179016,67.79356,2
2,23.9669113,4.327173,4.25771141,21.3847275,0
3,39.2689743,12.94381,-12.7322283,53.3260269,1
5,33.0236473,27.99558,17.8503265,75.86326,2
1,41.7365875,-20.6819839,-5.516795,1.89300418,3
5,29.3231754,27.541544,-6.447835,64.68032,1
5,15.8952208,28.9549789,78.33855,19.6968861,0
4,25.1904316,15.9854116,-1.7044189,34.6911964,0
5,21.3619213,26.697237,-9.885361,34.7956848,0
3,37.7659569,10.0535145,10.2803888,44.7639275,2
5,32.9879036,28.353796,-15.4671993,75.2744141,2
5,35.2957153,26.9832764,-1.08700931,90.2298355,1
3,46.58126,11.0615072,3.092184,78.98987,3
3,37.6209259,11.8730173,-7.93211842,59.1024055,1
6,30.3520145,77.84109,97.79802,5.795902,1
2,0,0,0,0,1
4,33.6912231,19.13908,-10.4153118,66.77452,1
3,35.71801,14.9501829,-4.031119,56.1989822,1
3,33.6451035,13.4034395,3.54376459,51.45372,1
5,32.3273354,28.6161213,9.584865,73.29659,1
2,0,0,0,0,1
5,32.77874,25.4193535,-14.6320677,78.4276352,3
2,0,0,0,0,1
2,28.6250038,1.15839314,-14.31919,12.674839,1
4,33.5145149,22.342226,3.39756227,77.48008,2
2,0,0,0,0,1
5,17.12000084,33.50999832,6.710000038,28.28000069,1
2,0,0,0,0,2
5,37.76482,26.17163,13.8543158,76.760025,1
6,20.4383316,71.68349,14.31065,17.9027958,1
1,33.86334,-10.1464806,17.60049,3.42534614,1
4,38.84999847,19.04999924,10.56000042,90.87000275,1
3,44.7631149,8.499577,39.21074,38.82293,3
2,0,0,0,0,0
2,0,0,0,0,3
2,28.8936615,2.4444325,15.281354,12.6046019,1
4,34.546627,19.0858059,-3.31153584,72.0488739,2
4,35.8598175,21.3729649,7.90068245,84.8513641,1
4,27.3081379,23.5640812,-11.0490828,56.0061,0
5,42.3504639,35.3001938,-6.88743162,110.332466,3
5,36.76494,32.35548,-1.37895668,87.90203,1
5,26.2153015,26.600811,-18.9306335,47.0649719,1
5,40.9962158,25.0397873,-1.07908952,108.33725,2
2,0,0,0,0,1
5,38.0815,45.0121956,21.2650757,95.256134,1
5,35.4492569,24.7798786,1.80215156,88.57028,3
5,40.7133751,30.2694111,22.39875,105.355675,0
2,0,0,0,0,0
5,38.8383064,30.83663,-27.699379,101.565224,1
5,38.31496,45.7153664,-33.0776329,94.69298,2
3,38.2599373,13.5909042,-1.45956051,72.16963,1
2,0,0,0,0,1
5,24.029356,27.5627956,-2.58576727,47.5755577,3
2,40.5375443,5.32280254,23.2528725,29.8649139,1
3,32.6991043,14.8585663,3.51628518,55.702446,0
2,0,0,0,0,0
3,16.61785,10.7741909,0.1252618,17.4107513,0
1,20.6435757,-7.59628534,40.8176651,4.344577,0
6,30.4443741,50.7913361,-5.84343672,65.91993,0
6,30.3130913,64.084404,35.8398,45.5952835,1
1,24.5678978,-27.53997,-40.21071,1.49090672,1
4,34.0036125,15.1542435,13.1568823,59.8010254,0
2,24.9980545,1.87075615,6.11937952,11.6105347,0
5,31.3529625,26.5067,4.450243,70.5186157,1
2,0,0,0,0,2
4,40.93999863,21.11000061,14.15999985,98.36000061,1
2,0,0,0,0,3
2,0,0,0,0,0
1,27.3653259,-3.93204236,9.728687,5.16492558,1
4,30.3819275,23.50839,-6.93074465,68.08374,2
4,40.5785942,22.0968819,-4.75171041,99.29502,2
1,22.2466564,-7.775556,-0.260427624,4.97394371,2
4,39.1954269,17.6814442,4.37491274,77.89199,1
3,39.6973,6.686816,31.4787846,31.5019321,2
2,0,0,0,0,0
2,0,0,0,0,2
2,0,0,0,0,1
4,29.6013947,17.6963367,-18.1763554,51.2241325,1
2,35.3413544,1.31304312,15.8786488,14.0615606,0
5,23.6596928,36.1502647,-21.1623116,48.1861153,0
4,31.70858,16.8797131,-12.113513,54.8489571,2
5,29.3033314,39.30409,-10.2096281,68.58883,0
2,0,0,0,0,1
2,0,0,0,0,3
2,0,0,0,0,1
2,0,0,0,0,1
2,18.1574631,3.802178,25.7916088,7.87511158,0
2,0,0,0,0,1
4,39.3762245,20.2111759,10.9175434,93.12264,1
3,29.00511,11.3022108,1.25663841,31.1398582,0
3,39.79806,8.121455,-7.55684233,50.46659,2
4,30.6854935,21.0117645,9.14343,55.26053,0
2,0,0,0,0,3
4,36.6365929,18.7874413,15.44819,66.89596,0
2,0,0,0,0,0
3,35.19339,12.1009073,2.84207225,54.3782845,1
3,41.0678635,7.67864,6.010852,46.8339233,2
5,29.6333847,27.3899517,20.2206173,55.3643074,1
2,0,0,0,0,0
4,36.2813034,20.1023617,-21.30266,85.79257,2
4,37.0987778,15.1438608,-13.2604694,57.49321,2
2,31.473774,4.588383,9.303159,22.7410851,1
1,35.23783,-2.15460849,6.74757862,8.460371,1
4,26.9235764,21.0893688,33.5878334,55.58791,2
4,17.00753,20.38037,-56.3830261,22.0251,2
1,33.2090721,-16.0260811,16.9144421,3.01497436,1
2,16.2168331,0.3427613,8.314397,5.7191267,1
6,25.1123676,52.25579,-33.05805,49.5834,0
2,0,0,0,0,2
2,0,0,0,0,2
4,31.4010754,18.3022633,-6.04258776,62.6309929,1
5,35.44171,46.85215,-13.9287481,81.32551,1
2,0,0,0,0,0
3,35.98214,13.3812332,-3.77232933,64.56975,2
5,35.74143,24.2996178,18.1941757,79.57337,1
5,29.0111637,48.11808,-27.5904388,61.62311,1
4,41.92946,17.016552,19.0448475,76.5433044,2
2,0,0,0,0,3
1,40.43206,-9.51236,13.2663412,2.75795984,1
3,22.3655167,7.162131,-32.5599327,15.645196,0
2,0,0,0,0,1
4,31.0036144,15.1981163,-2.746523,44.5410347,1
4,30.0046825,20.3855724,-9.853321,60.50679,0
1,29.2656212,-7.9555583,0.6357925,5.535612,2
5,32.6471176,35.048027,4.497398,82.12689,1
2,0,0,0,0,2
5,25.376936,25.8434353,54.31764,46.26127,1
4,40.4323463,20.8981647,9.137318,85.0137939,2
5,30.0571079,36.7835121,7.426741,70.02595,1
2,0,0,0,0,1
2,0,0,0,0,0
3,38.70727,8.88992,24.6474457,36.0245361,2
5,31.8441334,25.724123,0.7367544,73.5027847,1
4,29.7458019,16.6975269,-38.6096458,45.2001724,1
4,39.8011551,21.98539,14.805089,98.18292,1
5,27.4877453,31.5827141,-24.900629,58.02734,0
1,24.5467014,-25.67791,62.55425,1.73005188,1
2,45.45414,3.900534,17.7323532,25.9461021,2
5,41.33192,25.4070415,21.1384163,94.05514,2
2,0,0,0,0,1
3,29.8734531,12.0566559,-13.2842283,34.5258255,2
3,31.4330044,8.946856,26.25546,25.7974453,0
4,37.77793,15.85875,2.6057198,65.35337,1
1,21.1281261,-18.3101044,-14.4025917,1.3148185,1
1,40.351284,-3.33147,-3.92799878,8.688923,3
5,42.0357132,30.090189,0.9798834,100.815559,2
4,35.40936,17.437521,19.6336689,64.18214,1
3,38.19517,13.236618,-7.934333,56.3115044,3
5,29.0664845,35.671463,-40.8478165,64.7944946,3
5,37.0059738,39.1050034,3.747582,90.01617,1
2,0,0,0,0,2
2,0,0,0,0,1
5,24.5433769,47.02189,-47.91979,49.7902565,2
2,0,0,0,0,3
1,44.6969681,-24.2532845,15.1144314,1.30481076,1
3,37.4229927,8.796416,24.4739761,41.4318,2
2,0,0,0,0,2
2,0,0,0,0,2
3,42.0428047,6.17342138,-5.506115,41.85712,2
4,22.4262066,21.4465046,-2.59348655,37.0886726,0
1,35.4637337,-7.520881,18.0142117,3.74775863,2
5,25.2079964,27.6973057,16.4660721,50.1399231,0
4,25.8181534,19.4922161,1.72591579,42.3951149,1
6,29.8220749,61.32823,0.297809869,54.99119,0
4,33.3723831,17.99311,14.926033,65.8928,1
5,39.9619865,30.5867786,-20.5210133,106.040352,2
5,43.0434341,24.84713,-2.36760783,109.510132,2
3,42.3145561,9.002905,22.2214928,39.473835,2
3,39.7891769,7.80112648,-5.19368172,48.64808,3
2,0,0,0,0,2
2,29.9857121,3.96872663,8.209875,17.3553524,0
5,22.1650772,46.58052,-30.8883419,42.4053764,1
4,32.62356,23.3195114,-3.32391477,69.176,1
1,34.91506,-18.5323963,-11.108943,1.94515276,2
2,0,0,0,0,1
1,34.09789,-6.38907528,27.4607544,4.70184135,2
1,32.9449425,-2.0444448,18.25913,7.61881876,1
2,0,0,0,0,2
2,0,0,0,0,1
5,32.31658,34.6841431,5.20931768,78.80003,0
1,37.8446541,-6.31554651,6.348389,5.821061,1
2,41.50332,1.0937469,19.2572689,20.6319981,3
3,38.1975365,7.394651,6.15661335,47.1743164,1
5,22.4121971,34.7540627,24.56344,1.07864964,2
5,38.3452873,33.9711227,-3.07300544,92.45509,2
2,31.95656,4.96433544,5.590104,29.7133579,1
3,37.8394127,14.2628393,12.889863,56.8925819,1
2,0,0,0,0,0
2,34.4853172,0.5483,-50.06324,11.58624,1
3,36.9056549,11.0259218,-5.38810968,53.4349976,1
4,27.5290623,15.356905,3.052274,36.7095451,0
1,33.71733,-0.9278377,2.09244466,11.5047789,2
2,0,0,0,0,2
5,32.32867,37.3574944,-3.07869029,72.7925,1
4,38.993515,16.43593,0.9565102,54.46969,2
2,0,0,0,0,2
3,36.7001266,9.155066,10.8227663,30.92404,1
4,34.092762,17.2891083,-3.09103918,63.10019,1
2,0,0,0,0,0
1,45.1073341,-0.9608086,4.331453,14.0974388,2
2,0,0,0,0,0
2,0,0,0,0,1
5,25.5975513,24.1886654,14.5766325,48.77956,0
4,35.57688,23.5938759,-0.849650145,84.80772,1
1,30.7019,-4.4937067,-2.49876142,4.07332134,2
4,29.417717,19.8575077,5.30427742,56.9931564,1
5,34.6447868,32.50993,17.33729,81.49298,2
1,35.0776672,-16.5432587,-16.4662113,2.39239883,2
4,40.2760735,17.858448,14.3880424,84.98368,2
4,36.68815,23.3721027,12.79459,76.93182,3
3,43.2989044,8.210177,-22.7454128,37.9672356,3
3,34.84234,11.6987686,10.7691965,41.5069351,1
3,38.24139,8.968424,5.49699831,39.69373,2
4,28.6391315,16.7596512,-9.828773,48.5779381,2
1,24.48207,-34.1126671,-19.7365761,0.591900647,0
1,22.1684952,-23.6980934,14.1517677,1.41600835,0
1,41.1449776,-0.2753389,9.166687,10.4394922,2
2,0,0,0,0,2
5,26.3246517,27.7277164,14.7362556,55.6940536,1
2,0,0,0,0,0
5,33.439888,27.544405,0.3770347,74.62631,1
2,0,0,0,0,2
2,27.5828838,3.40794826,38.7570267,19.5237751,1
2,31.7327137,2.79096079,17.28736,21.8660069,1
2,0,0,0,0,2
3,19.7105141,8.875102,-2.83727813,15.2624149,0
5,39.0787277,25.8244228,-1.45689261,102.034065,3
2,0,0,0,0,2
2,0,0,0,0,2
4,33.1551132,17.1988583,-7.146898,66.0909,1
2,0,0,0,0,0
2,0,0,0,0,1
3,34.61952,12.3692369,12.0282393,36.9837074,1
1,30.75901,-2.85594583,31.1652584,6.64786,0
5,40.80451,24.906002,10.7433119,84.06332,2
2,0,0,0,0,2
2,0,0,0,0,2
2,0,0,0,0,2
2,0,0,0,0,1
2,0,0,0,0,0
5,34.5274467,36.9074745,-2.05915523,87.29673,1
5,34.49608,27.5192661,3.043224,87.16539,1
2,0,0,0,0,1
4,36.3360672,18.55156,-10.731781,81.49054,2
3,26.8136082,13.39959,6.74377537,33.6311722,1
2,0,0,0,0,0
1,20.0704746,-14.922184,-7.12509966,3.64711046,0
3,31.8695965,8.91234,32.2275276,27.1853371,1
3,37.4580956,14.8290415,0.6890948,66.71806,2
2,0,0,0,0,3
1,40.1887665,-1.4669987,19.324295,10.7567434,1
5,37.83308,29.7335758,7.190768,100.038452,1
3,39.103405,10.5437632,12.4177065,53.15423,2
2,0,0,0,0,3
2,0,0,0,0,0
1,37.36859,-3.85018039,9.039475,7.187023,2
4,33.1606178,22.420063,-10.4562206,69.78674,3
4,41.1953735,15.32988,22.16098,66.9009247,2
5,34.51135,34.99929,5.779798,84.64315,1
2,0,0,0,0,1
1,17.8831882,-17.5670376,1.33056021,1.711007,1
2,0,0,0,0,2
2,19.2656956,3.25470853,31.0923328,8.705617,0
2,0,0,0,0,2
3,26.5971527,9.610501,5.40492153,22.68677,0
1,26.9755516,-0.06642733,-25.9664764,9.138233,1
3,28.3580322,11.3479853,-1.076979,29.0870037,0
1,29.34403,-3.39701486,12.4570246,7.28150272,2
2,0,0,0,0,1
3,41.34697,12.8184481,-2.063148,58.89314,2
1,25.0406551,-1.36972058,1.63105416,9.124256,0
2,0,0,0,0,2
3,40.25142,10.8546286,11.6318207,45.4548264,1
2,0,0,0,0,1
4,17.9835129,20.9488773,9.436488,21.47861,1
5,28.6247234,27.7932262,-22.2008247,58.01974,1
2,0,0,0,0,3
5,37.9747734,26.2687149,14.253684,96.77343,1
5,31.4455,43.4668427,-39.9240379,66.50899,3
5,30.33668,24.1573715,-18.4588871,68.3447952,0
4,35.61677,21.279808,15.2812443,63.0284233,1
4,43.4328346,20.5630226,-19.4039383,88.53039,3
2,0,0,0,0,1
4,15.3631983,23.118763,28.42779,18.1959457,0
2,0,0,0,0,1
2,0,0,0,0,1
5,31.0776787,37.9394875,18.4033012,78.67449,1
3,24.3988476,11.72642,-23.1436749,23.9084625,0
5,36.86879,39.78026,3.77074218,92.261,3
4,32.924305,15.5224991,5.631005,63.2285767,1
5,26.7136765,37.95163,-14.8829021,53.8045769,0
3,37.6272545,8.4370985,-1.4854213,47.37576,1
1,33.6557045,-16.7709255,21.0841751,2.97828579,2
3,36.9576569,12.9545336,1.977475,53.44515,2
2,0,0,0,0,0
4,37.2641068,22.5353127,-10.7809486,88.057,2
1,31.6942673,-12.7229548,34.0894547,3.459274,2
3,34.9170456,13.2596321,15.3309412,44.465744,2
3,41.91956,9.841579,23.7289562,36.7481575,1
3,29.5268059,11.7761822,27.8756313,29.0056133,1
2,0,0,0,0,2
1,38.6188164,-13.32638,6.03177834,3.51788425,2
3,27.3672428,12.5404625,-2.64481831,32.4926338,0
4,42.340107,16.7961426,-13.91245,84.5029,3
3,38.8332443,10.0363779,-34.88059,43.90865,0
2,0,0,0,0,1
2,0,0,0,0,2
5,27.4119263,25.89995,-26.7135029,54.9358063,0
2,0,0,0,0,1
3,42.87961,13.4624605,-16.426775,77.91969,1
5,31.2173538,46.5918159,9.662509,70.08172,1
4,37.1599236,20.374691,1.56757128,84.217865,1
5,38.5455666,27.4008522,-7.861943,100.442436,2
3,42.2586136,12.1930828,12.188694,68.14605,2
2,0,0,0,0,0
3,37.4563,12.87037,-29.58932,71.84204,3
2,16.81106,3.93211746,-7.013443,9.916089,0
5,28.819128,30.9799232,6.703523,64.27636,3
4,40.58464,15.6040859,7.498281,90.2500153,2
5,20.2546844,30.5269127,2.088223,35.67634,0
2,0,0,0,0,2
6,23.27758,56.01504,-40.5855446,40.44978,1
4,35.1254158,16.1870422,-4.501677,71.6533356,2
4,35.28394,15.3837757,4.198249,57.2845726,1
2,0,0,0,0,2
5,36.6779976,34.6597748,-29.1113739,89.1131744,2
2,0,0,0,0,2
5,26.68991,39.0526276,10.5279036,53.7531052,0
5,38.87292,24.2746067,-0.177374557,98.0382462,1
2,0,0,0,0,0
5,38.9694252,25.3089123,2.189711,85.25965,1
1,29.3988228,-22.2649059,0.8592727,2.436001,1
2,0,0,0,0,0
4,43.33505,17.8066063,8.803936,81.91793,3
4,33.3905754,15.9184608,1.71872377,56.92243,2
2,0,0,0,0,2
3,34.766655,7.54455471,2.62256837,34.0375977,1
3,30.5166264,8.502416,-6.595392,29.299511,1
2,0,0,0,0,0
5,33.4960327,28.0364227,-13.5076809,81.6446457,2
2,0,0,0,0,2
4,37.5626869,17.8508034,24.1953068,69.03673,1
5,29.5251331,34.75859,-15.05412,68.8325043,1
1,40.04218,-13.0011053,-10.8345814,2.71096659,1
2,39.2343636,5.60806656,-3.09621787,25.2505913,3
3,37.11625,14.773138,-3.05063725,51.3940277,2
3,30.8425159,8.418293,4.22119951,33.8705,0
2,36.588913,4.018766,-3.28124523,39.087513,3
1,21.7933769,-3.31304216,-1.76630414,6.559054,1
5,33.1211777,27.4866333,-26.61548,85.6347046,1
2,26.989748,5.25339746,-7.65133238,16.5913486,0
3,44.52934,10.6210794,-16.9363785,53.09159,2
2,22.5900211,5.53689432,5.69755459,14.24424,0
4,38.81369,19.0256729,-14.9983559,82.82127,1
4,41.4409523,15.986969,5.844502,85.70725,3
1,15.4470062,-8.421314,1.451654,4.280088,1
4,24.6264629,23.8035851,26.2495918,38.6601334,0
1,42.1794052,-15.100028,-0.9287232,2.20642972,1
6,23.5632725,55.3442345,-18.2478867,41.9225845,2
5,31.2123184,40.844696,4.622824,71.82023,0
1,34.05688,-2.80396652,-8.215714,10.1127949,1
3,21.4711113,9.749414,18.3675346,17.0014343,0
3,36.57947,13.2568674,-4.67642546,63.1393,1
3,32.6598473,13.5058,18.1048069,50.1588669,1
3,40.622242,14.0550194,-7.97357368,80.29572,2
2,39.4943352,3.999639,25.329401,20.3106918,2
5,38.099205,24.3192749,-38.1349258,74.28448,2
5,33.52598,25.26965,3.43770456,80.997345,2
5,22.8624325,30.9151363,0.96091783,47.08352,1
3,43.4266548,7.2374444,-3.83044052,47.8269768,3
5,38.52776,34.6453438,15.0009174,101.358856,1
3,32.78643,13.6325474,5.862924,54.0362053,0
5,31.974884,25.5621033,-32.1324921,62.6528664,1
3,44.1627464,6.750697,26.3441677,31.7192822,1
4,29.3159065,21.7754536,4.06678,50.34943,0
2,0,0,0,0,0
2,0,0,0,0,0
4,32.9873734,16.11583,-9.786634,47.3446846,1
2,0,0,0,0,1
5,31.2382755,36.33312,-35.2053223,69.85492,3
5,40.8675537,36.6303139,-3.98367953,103.833054,3
5,47.25287,26.4304218,-22.8230324,126.500511,3
2,0,0,0,0,2
3,42.629837,7.31099558,-8.27876,50.80015,3
1,27.0932789,-12.0194216,7.123894,4.19597149,3
2,32.70647,0.732678354,4.181214,14.1219759,0
1,38.25456,-16.8491116,4.88099861,2.090824,3
3,32.3992157,6.524301,-22.7467747,21.2011585,1
4,34.13752,17.1109467,8.382481,72.4805145,1
2,34.63999939,5.920000076,19.82999992,24.13999939,2
4,41.20722,21.5647659,24.48737,98.1683655,2
2,0,0,0,0,0
3,34.59381,14.94944,2.96511912,62.2329063,1
2,0,0,0,0,3
1,40.06172,-2.720446,-2.59178734,8.006166,1
2,0,0,0,0,2
1,20.545393,-2.74740744,34.4513,6.19909954,0
3,40.6607475,14.570302,26.2445316,65.45815,3
3,33.2631378,7.882204,51.2971039,30.11649,2
5,40.49886,26.5346413,28.1729736,94.66667,2
3,41.53984,6.01487875,-6.30682564,34.3821754,2
2,0,0,0,0,1
3,32.5013466,14.7621841,-7.98230934,48.51149,1
4,25.17000008,23.87999916,-6.239999771,45.56999969,0
5,32.0732346,24.8553123,-24.8247356,71.70744,0
3,40.31000137,8.619999886,-37.74000168,32.86999893,1
3,20.742445,10.0612354,-28.2394371,19.63009,1
5,30.3338223,24.8392639,-22.0243015,67.62352,1
2,0,0,0,0,0
3,30.1481934,8.580518,5.690377,39.026207,0
2,0,0,0,0,0
5,45.23941,26.4997234,-2.69565,119.515358,3
5,31.8626652,27.3398323,-4.57914972,68.25857,1
5,37.5587654,40.9181862,11.1174765,96.99909,2
3,36.6665764,14.7847853,-3.56478262,53.76919,1
1,16.7943058,-31.48063,26.99938,1.114327,3
2,39.75332,4.392932,-12.0258532,25.1314373,3
3,37.00322,13.1693335,-3.5062108,53.0485535,1
2,39.2725525,0.2024283,-1.151013,12.36072,1
4,35.36186,15.2806168,-3.633857,62.20277,1
4,25.23283,19.0557175,-3.87647724,42.85017,1
5,40.83085,26.39031,39.2225571,99.96904,1
4,28.24192,15.92419,-14.4867935,35.93166,1
5,36.4501953,26.0707626,-2.40766454,88.70405,2
4,35.09851,15.3790951,-13.4433422,55.5945969,2
5,33.74223,24.4488068,24.3428249,71.88575,1
2,0,0,0,0,2
2,0,0,0,0,2
5,27.3350754,26.14721,0.9413731,57.20959,0
5,21.6074238,26.4080715,8.821701,35.29718,0
5,34.0755,43.6877556,3.13007259,80.2065,1
5,37.5038071,28.1577,-15.4650879,102.641815,1
5,29.5107059,25.8910618,-23.2465477,58.0322571,2
4,40.40449,18.1512051,0.229553878,75.31395,2
4,40.3301468,21.752512,14.8145723,82.6851349,1
5,32.18823,26.5960274,17.6515,71.00964,1
1,36.96521,-21.745554,21.3055153,1.4773246,0
2,0,0,0,0,1
5,28.28606,39.094574,2.141903,67.82477,2
4,37.54042,20.94187,-12.0190668,88.74422,2
5,29.2551632,34.6827,-18.1565971,63.6002769,1
5,38.66523,27.5614834,9.015567,92.50816,1
4,32.5539627,18.75647,-7.366258,61.0979652,3
1,35.8878479,-3.06016684,-16.4710426,9.255448,1
1,23.2683334,-17.6414013,-0.188499808,2.335694,0
2,0,0,0,0,2
1,43.8339,-16.4163761,0.5106458,2.29200149,2
4,25.7564335,21.3841057,-7.871589,40.7085953,1
2,0,0,0,0,2
5,35.0812874,31.2366276,-11.262598,91.17689,2
2,0,0,0,0,1
2,0,0,0,0,1
1,36.78368,-2.43183827,-9.453339,9.951253,2
2,0,0,0,0,0
5,35.60802,27.6771126,18.05514,81.1458,1
5,31.6067562,31.3049431,-18.86743,68.79137,1
5,32.38575,39.3090248,-3.79737449,77.69685,0
5,39.07173,24.3524647,23.6958332,98.07456,1
1,29.2345924,-26.9701366,23.3578739,1.09595811,0
3,39.8286324,8.592971,9.279474,32.3752441,3
1,35.341568,-0.643094838,13.6501884,12.075532,1
4,23.36156,22.880949,-6.586975,35.2507629,0
4,30.1519718,15.1019325,-6.692821,49.3559227,1
2,0,0,0,0,3
2,0,0,0,0,2
3,34.9706459,12.5562048,0.8220314,53.56371,0
4,38.4631577,16.53993,7.16677475,85.1399,2
1,16.1618385,-10.0947666,-0.6723969,3.901592,2
1,20.5145473,-8.663103,-0.774226248,4.2673974,1
2,0,0,0,0,1
2,0,0,0,0,2
2,0,0,0,0,2
2,0,0,0,0,1
2,0,0,0,0,2
2,38.7015953,2.716817,6.186078,20.31686,1
1,27.848299,-4.30135536,-34.83833,7.88130045,1
2,0,0,0,0,0
4,38.71425,19.16524,25.1635971,79.77977,1
2,0,0,0,0,2
1,37.1077271,-10.4555721,-1.36033213,4.23120928,1
2,0,0,0,0,1
5,34.69129,28.9752579,-4.978486,85.22945,0
4,41.6983566,17.3993378,7.580014,89.7460556,3
3,38.4524345,6.9650836,6.18116236,41.96891,3
5,43.83635,25.7351627,-18.3803558,91.0109558,3
3,37.0155449,13.19396,32.3402443,63.1208267,0
4,26.686758,18.3366,-2.18424582,39.2756577,0
2,0,0,0,0,1
5,32.4657,35.7851334,10.0403681,83.18926,1
4,31.8800373,20.28238,-5.889734,64.42073,1
2,0,0,0,0,2
1,41.4406776,-7.86506033,1.14838183,4.768293,3
3,38.0249634,13.8707123,8.308331,74.65025,1
3,34.4069443,8.440093,-5.455009,40.44497,2
2,0,0,0,0,0
2,0,0,0,0,2
2,0,0,0,0,2
3,33.6477928,12.2800951,15.59676,41.09048,1
2,0,0,0,0,0
2,40.5920334,5.48113632,-0.221212,38.163044,3
2,0,0,0,0,2
5,21.9422932,33.51685,-42.0848236,41.4404755,1
2,0,0,0,0,1
2,0,0,0,0,1
1,21.5824165,-9.136911,-3.538565,4.549889,3
4,38.66815,19.4269,-7.64505434,79.9865,1
1,27.1824169,-21.86472,2.3649025,1.347091,0
3,31.7834625,13.0956869,-7.67947674,52.015995,1
5,23.7370033,39.8583336,-12.1179476,47.54319,0
3,38.94437,11.6375542,7.674154,54.3513222,2
5,27.4741211,26.4385319,-9.578111,53.9060173,0
2,0,0,0,0,1
6,19.5737419,69.44871,12.5487852,19.9981213,2
2,0,0,0,0,2
4,32.960537,20.3879147,2.06407738,63.5472336,1
1,29.3378983,-5.203765,8.196882,5.2109437,1
1,37.078495,-3.84958386,-14.53426,4.816247,2
5,37.8152237,30.3514729,4.36438656,98.4786453,1
3,36.3513832,7.42892742,3.468755,39.95412,0
5,35.8092155,30.9612465,-3.23628235,83.02327,1
3,42.6284866,12.2561836,21.2118778,67.2168,2
1,42.90227,-2.7823627,15.4582214,9.082207,2
4,33.72206,19.46601,-35.6329575,70.12351,3
4,35.7627678,17.78552,7.65616941,72.9359055,1
2,37.36775,4.421039,-0.100919656,30.2700729,1
1,28.50901,-7.724707,-75.23548,3.856742,3
2,0,0,0,0,0
2,0,0,0,0,3
4,28.1027641,20.1220226,-31.8891029,50.43792,0
4,35.38883,19.67249,7.431822,72.4165955,1
1,24.2145538,-15.19326,20.5267982,2.42868638,2
2,0,0,0,0,2
1,35.9433365,-0.6328443,21.2757988,8.477898,2
4,36.7576942,19.18749,-11.747015,69.67941,1
3,21.3387852,12.5144463,6.481943,22.8882313,0
1,38.67927,-11.97488,-18.2512989,3.56086159,2
1,36.3640022,-10.0498953,-2.5839498,2.36868787,1
6,25.40593,54.1513367,33.79807,46.02188,1
2,0,0,0,0,0
1,36.4833145,-7.05192757,10.5297995,3.80678344,3
2,0,0,0,0,1
2,0,0,0,0,2
2,0,0,0,0,2
5,39.1290321,24.8267422,-8.173942,90.0220642,2
5,38.37679,32.151062,-9.249669,98.21741,2
1,21.9655151,-12.2953672,16.4684048,3.2177465,1
5,21.6647968,32.384182,-2.86144042,40.98224,0
2,0,0,0,0,1
2,0,0,0,0,1
3,37.05015,10.9579124,0.85725534,46.2957764,1
4,38.15116,21.5677,16.69183,84.52044,0
1,15.7129641,-3.65349483,2.36065722,4.372269,1
4,44.4603958,18.29973,18.5491161,93.91703,2
2,29.9083252,1.90224993,11.17846,14.2635965,0
5,23.9548225,26.74722,18.0688553,44.10211,0
3,34.34713,11.6431723,3.54290485,43.1352539,1
5,24.8526287,34.130825,0.892775357,50.405426,0
4,35.77889,23.190506,4.973045,76.98525,2
4,32.95335,20.3651772,-11.0605612,58.034935,1
3,44.01415,7.04100466,0.07815305,57.2002449,3
2,0,0,0,0,2
2,0,0,0,0,0
3,29.5864449,9.713396,-15.7843552,35.46374,0
1,21.7929916,-18.9901676,-11.23905,1.61821973,1
3,37.56501,7.919185,2.4869802,38.4809,2
3,26.6236153,14.7758923,29.9156075,33.53109,0
1,23.14409,-23.9557877,16.23938,1.68918216,1
1,22.1638851,-7.983326,-1.1377393,4.82136345,1
