hitClass,exitSpeed,launchAngle,direction,distance,playingLevel
2,0,0,0,0,3
3,23.31624,14.1481409,-3.57732081,25.949667,0
5,29.5754032,29.949585,-9.118654,69.13572,1
4,27.551939,21.3262444,3.29676843,51.5692177,0
4,42.210804,20.2478733,26.4020844,87.231575,2
2,25.030098,4.003759,4.14896059,17.1011143,0
1,25.6737652,-3.88226724,-2.78115129,6.76979351,2
2,0,0,0,0,1
3,32.8017654,7.1639533,-15.510601,33.1763573,1
4,29.429451,18.8004131,-13.544775,50.5120125,1
5,38.99739,36.31219,-6.96550369,96.30513,2
2,35.3836174,4.044396,-34.7862663,19.1404686,2
4,40.74373,15.9322186,-8.422299,93.15424,2
3,40.222538,13.192647,10.3315525,67.03733,1
4,32.56087,16.1402225,2.62903261,57.2381058,1
2,0,0,0,0,1
2,0,0,0,0,1
1,23.1671124,-10.33453,-3.170567,2.96592617,0
2,0,0,0,0,1
4,38.8201065,20.4721851,-6.45204,89.14847,2
2,0,0,0,0,2
3,40.27713,6.517361,-11.7152786,33.1524658,1
2,17.0763779,0.500769734,6.039724,7.239651,2
3,30.3862858,14.2272215,-27.601862,42.4250145,1
4,23.8230839,18.6516876,-10.4718418,35.6828842,0
2,0,0,0,0,1
5,19.2541313,30.152729,-29.9102612,33.55755,3
1,19.962265,-8.043784,-0.08484542,5.063719,1
3,25.8873482,9.789618,-15.7080574,20.14507,3
3,37.84965,11.6901817,9.025352,59.3544464,2
2,0,0,0,0,1
2,0,0,0,0,2
3,21.834137,10.5242062,13.6116838,18.937376,0
5,35.9699,28.0317841,35.1445,73.756134,2
1,32.4962234,-4.29612637,3.42700887,6.8272233,0
1,38.31158,-2.764837,12.7275705,8.746355,0
3,32.7958069,8.906163,19.48428,28.85978,1
1,37.55534,-5.86089039,17.5688038,4.6902,1
2,0,0,0,0,2
3,17.7493458,9.422767,10.5820408,12.54646,0
3,36.1336365,14.0783834,4.612362,55.89374,2
5,19.3253555,43.32669,18.2060184,35.4758644,0
2,0,0,0,0,1
2,0,0,0,0,0
5,41.666893,32.99936,7.15515947,99.18989,2
3,42.0454063,10.30721,12.2336254,39.3804855,2
1,26.735672,-7.51402235,35.552784,4.859423,0
3,40.051712,9.840857,15.5345516,52.5084229,1
5,41.4762726,37.0936432,6.0254426,116.2717,2
4,33.7289047,17.0281162,0.676861644,67.35474,2
5,37.6081543,24.0441628,-9.743038,95.59789,3
2,0,0,0,0,1
5,20.8276825,34.3928375,-16.4835854,40.4529762,3
4,40.7492,15.6564016,-2.25910473,49.1847878,1
4,39.90000153,22.59000015,-4.420000076,96.09999847,2
4,36.9356842,16.768568,-3.371791,73.47296,1
2,32.91627,2.93358469,5.884184,18.7987728,1
3,33.81004,6.44422626,-9.705395,33.4608727,2
2,0,0,0,0,1
3,38.3886528,11.256959,10.2680159,43.09023,3
2,0,0,0,0,0
5,29.2616482,30.6053543,-18.6350861,62.3027039,0
5,32.9401321,25.6102753,-2.470316,74.13489,0
1,32.573082,-1.06258893,-5.601923,10.0764208,1
3,35.31735,13.6557436,5.943653,51.7724152,0
1,24.6650753,-8.887481,40.1354637,2.00590682,0
4,26.25,22.72999954,6.300000191,50.34999847,0
2,0,0,0,0,2
5,35.91355,26.0671978,-13.1572208,86.33588,2
4,20.7113743,21.4053173,11.19139,27.0563259,1
3,36.2833176,7.76887369,3.313058,30.4747028,1
2,29.2340488,0.8953181,24.4024563,12.9243383,1
4,33.2947731,19.9467831,-9.889869,70.28112,1
2,0,0,0,0,3
2,0,0,0,0,0
2,0,0,0,0,3
2,0,0,0,0,2
2,37.2527237,2.22108,6.752942,19.8829651,1
3,43.51773,10.11652,2.03474617,53.7227173,2
2,0,0,0,0,2
4,37.8150139,22.6824169,2.93802571,73.61603,1
4,41.1946945,16.0291042,4.730699,64.62555,1
4,34.7847,17.6040649,-5.3690424,47.06335,1
1,41.38232,-7.02499866,5.14546633,5.10767269,2
2,24.5607338,5.80060148,16.89897,15.8031368,0
5,33.95067,42.42515,-18.0553055,78.28632,2
3,35.645298,13.1920128,15.751317,54.6711,2
5,22.6281815,44.38241,-42.7247162,44.36616,0
1,27.69039,-0.112178311,22.3985157,9.878112,1
5,17.72688,25.5993462,-19.9989471,23.9880333,1
5,24.84000015,36.63000107,-8.18999958,48.02000046,0
5,30.9220257,27.1380081,3.97705722,71.71843,0
4,27.59171,22.97789,5.69560766,52.3841553,0
3,40.5997,12.6429205,2.76831555,69.27744,1
5,29.4135132,32.2832832,-1.472437,68.62343,0
5,24.4657784,49.1991653,-19.1662235,48.3857079,1
2,0,0,0,0,0
3,38.9743156,7.009173,13.9550734,41.2535362,1
3,33.7129,9.309005,9.922023,32.4567871,1
4,31.2623253,21.3926849,-11.2560234,64.13792,0
2,0,0,0,0,3
2,0,0,0,0,1
4,30.4083328,18.38896,17.03439,52.53797,0
4,34.58675,15.162015,-21.5282745,59.4290123,2
1,37.8402557,-0.7359389,32.0142632,12.8794937,2
4,43.01347,20.5010357,-35.6285858,86.69698,2
2,34.6160774,3.41153669,-6.50383568,18.361578,2
2,0,0,0,0,2
5,29.1239738,31.346014,-2.95900249,66.64882,1
5,24.664835,44.9830551,-12.8938761,51.2606964,1
2,0,0,0,0,2
3,28.4541645,11.6101236,4.21625376,39.05644,0
2,0,0,0,0,1
3,29.8628,10.9485407,-2.32179618,35.59075,0
2,0,0,0,0,2
4,31.5108948,20.6139,16.7596,67.10935,1
5,25.035347,37.1564636,-20.7736969,49.40627,1
3,35.86176,10.0608969,2.9981463,46.5193825,1
4,35.57059,22.02233,16.1446667,57.1469078,2
2,36.16897,0.5949125,-5.675967,21.817873,0
1,22.5216713,-17.6739521,6.19408274,3.623506,2
5,35.80049,28.7432747,10.6636448,81.94001,1
2,0,0,0,0,0
3,33.59541,13.7846289,9.553686,52.15468,2
5,30.9586372,26.9981976,13.2245636,71.10637,0
4,36.02854,21.5897,37.62897,66.42174,1
4,38.83784,20.7156,1.67847049,94.30985,0
4,41.2214928,18.1361313,-6.21702051,96.21499,1
5,29.82248,35.7865257,-7.48386049,71.52447,1
2,0,0,0,0,0
2,0,0,0,0,2
1,30.8925781,-1.81420314,25.3210983,9.287036,1
3,32.6869659,10.5188761,19.9786243,29.5964375,2
1,16.4739475,-17.774807,-4.70233727,2.56211638,0
2,16.3439617,0.5372242,8.448406,6.1748085,0
6,30.1198025,50.9079437,-35.36311,64.9716,0
4,37.7379,22.91582,2.940074,95.7657,1
2,0,0,0,0,3
2,0,0,0,0,1
3,43.728878,14.1939535,17.1673965,69.63498,3
5,38.03716,34.5909233,18.693037,102.021019,1
3,28.82604,13.8632507,40.2564926,43.8842125,1
5,36.86057,32.4986649,18.3809032,82.05071,0
2,0,0,0,0,1
2,0,0,0,0,2
2,0,0,0,0,1
1,17.7186832,-24.1837082,1.33476269,1.52205527,0
1,39.7477646,-11.1770525,15.1848326,2.66955185,1
2,0,0,0,0,0
4,27.8490181,21.5297451,-3.83255434,54.3595734,1
5,33.59705,27.5777721,-0.014948706,79.74824,1
5,28.0707455,26.5686817,-8.059511,61.45789,0
2,0,0,0,0,2
2,0,0,0,0,0
3,23.4361649,14.983902,15.4537144,25.79468,0
2,0,0,0,0,0
2,0,0,0,0,1
2,0,0,0,0,1
2,0,0,0,0,0
4,24.465868,22.22614,-4.48222446,33.6152458,0
3,38.4418869,10.789896,-1.03721309,57.1722221,1
5,28.6061687,33.22978,-8.681872,60.5506859,0
2,0,0,0,0,1
5,23.8190289,40.1373825,-47.5306053,48.98596,0
1,36.9784737,-2.85610747,17.9986019,6.68905544,2
1,38.9722939,-2.78984642,9.916397,8.757204,1
4,42.7392654,16.5342579,8.612282,87.4505844,1
3,44.8848152,8.974382,14.4122381,46.96854,2
4,26.20999908,18.28000069,31.57999992,42.04000092,0
5,30.8410816,39.2438774,-10.9677057,70.6253357,1
2,0,0,0,0,3
3,34.383358,12.9876232,1.31219435,50.2974129,1
2,0,0,0,0,0
3,33.7499847,14.14348,-5.63348532,52.2144165,2
3,32.21255,7.88367939,-22.1362934,33.5837936,1
4,40.9528465,23.64582,-2.38148451,96.49071,2
1,32.7098579,-3.23674774,12.3676615,7.20293951,3
4,30.6288452,18.11988,-5.65502071,56.17067,0
1,26.8740616,-3.20583582,6.81269264,6.021385,0
2,0,0,0,0,2
5,29.6977139,45.9820328,-31.1358242,59.6604156,1
2,0,0,0,0,2
4,32.64694,15.7583838,7.57189369,60.18343,1
5,25.1683025,28.7836571,5.31931162,52.9949036,0
4,28.6672916,15.1192579,30.8073044,40.78349,1
5,44.145916,30.1714,9.680819,122.500214,2
4,39.84564,17.5612679,0.241591886,92.8086,2
4,37.1508,23.2097359,-13.1456089,85.3693161,2
5,38.7168961,47.2109871,-32.59974,86.65719,3
2,0,0,0,0,1
2,0,0,0,0,1
2,0,0,0,0,2
5,31.0277042,40.3691826,-12.8387127,71.46787,1
3,32.769104,10.8970089,35.22166,29.5770588,1
2,36.4510422,0.172233567,-2.11673117,13.2884083,1
4,23.7818222,16.0342121,12.9421053,32.2840042,0
2,0,0,0,0,1
4,37.942955,20.8475876,-1.88086915,88.74649,2
2,0,0,0,0,1
1,26.6191177,-11.10763,39.50188,3.66428518,0
2,0,0,0,0,2
4,32.49199,23.0075569,-17.59936,57.8800049,2
4,40.7300339,21.3644485,-0.05956826,97.58951,2
2,35.9750252,5.439789,8.818558,25.4695854,1
4,40.818943,22.0691452,17.00299,104.737167,1
2,0,0,0,0,1
6,15.150651,56.9378929,-44.32883,19.3026066,0
2,0,0,0,0,2
3,27.2813244,12.5496349,-17.645525,31.2003,0
3,34.6164131,14.3413839,2.88040352,66.481926,2
2,0,0,0,0,1
3,41.3626976,10.4099426,-6.057174,63.41414,2
4,38.55033,17.0505638,-0.376601249,74.5744858,1
2,37.4722824,2.34051681,20.6850414,16.69807,2
3,34.246933,12.6728764,-13.3595591,42.859993,1
1,35.1573677,-11.4965467,12.8541918,3.62464881,2
5,24.4536324,39.82582,9.180703,52.7292137,3
4,36.3978767,19.6748123,0.5221522,84.68157,1
5,26.9056187,28.5132484,-7.962388,58.9446754,0
2,0,0,0,0,1
4,38.3624268,22.5340252,-9.178789,90.88734,2
2,43.37639,4.119977,19.02872,29.1170235,3
5,16.95451,37.2488327,-13.2263889,27.9981518,0
2,0,0,0,0,2
5,44.7882576,28.3018131,-11.8850574,122.477272,3
5,29.40244,27.8338165,-7.70788574,65.05519,1
6,22.8125877,65.24687,-43.7376442,32.65047,1
5,28.59102,48.9653931,-24.532198,62.99183,1
5,30.6817245,27.7244549,-2.1607008,69.8636,1
3,37.0620575,7.727663,3.88840246,32.99296,1
5,37.1358147,30.8483639,6.905411,86.27384,1
2,0,0,0,0,3
4,21.9738865,22.4017773,8.092586,33.5642166,0
4,29.97043,22.7396488,-19.74751,54.52045,2
3,29.2254219,7.44185257,7.97774029,23.7808323,0
5,33.3508949,24.3111954,14.872674,78.66523,2
2,0,0,0,0,2
5,38.27552,31.4406013,42.1635742,99.72129,2
3,41.85743,14.7589989,21.580019,54.2929726,3
3,41.14935,11.9282436,1.32427788,62.5856934,1
4,25.6270027,23.9905758,-5.42902374,49.1052246,3
2,0,0,0,0,0
2,0,0,0,0,3
5,34.8083344,25.0043488,-21.6287289,85.84579,2
3,33.0524826,8.616182,21.4666672,35.1822433,2
5,34.2264,24.52758,-6.79867935,76.71333,1
5,34.6465569,42.3407249,-40.005024,80.81408,3
5,36.6518,26.8078766,5.01717854,83.95144,3
5,34.3244476,36.01209,5.284085,79.36524,0
2,0,0,0,0,1
2,0,0,0,0,0
2,45.480648,1.10865676,1.660546,23.6138744,1
5,35.59611,25.6845932,6.0953083,84.87762,2
2,42.4106674,4.250019,33.2981758,23.9363022,3
4,35.4475365,16.6267052,1.834122,70.04736,3
3,41.814682,6.60323572,0.394957036,43.20243,2
2,39.8017426,2.49429035,-6.029236,19.6343136,2
2,0,0,0,0,1
2,0,0,0,0,0
5,31.4481316,35.2043533,-30.3139324,77.077774,2
5,24.4673367,31.0639629,2.16337442,51.3959846,0
4,37.6737671,21.0665436,2.77527213,89.6587,1
4,45.9789,23.36846,-17.2712116,125.786392,3
6,25.7194233,58.7321129,55.4983063,42.5779457,3
3,35.45628,14.1588707,-8.473888,58.173336,3
2,22.1270123,0.190809429,20.11335,6.853663,0
5,37.71914,30.515667,-13.5627546,99.55694,2
2,31.491394,5.37742424,7.65835142,22.9793854,1
4,21.8058357,17.1828575,32.8511772,28.51604,0
3,40.05784,7.776783,-17.4450073,40.7436523,0
3,39.1809845,6.071553,11.8197508,30.4649811,2
1,30.3639336,-12.505187,-5.632336,4.535919,3
1,29.6100922,-1.63475466,-19.9564514,9.197472,1
4,29.758625,15.73655,-27.3889523,44.3703842,3
3,33.41271,12.1800547,0.471822321,44.85845,1
2,0,0,0,0,1
2,0,0,0,0,0
2,0,0,0,0,3
2,0,0,0,0,1
1,22.7482,-5.47878933,-8.628781,6.0562644,1
5,42.0688858,31.6996765,-8.738029,119.044838,2
2,0,0,0,0,2
4,43.6711273,16.4665031,35.66058,65.44353,2
2,0,0,0,0,0
4,43.76064,16.621563,-12.9890518,101.827354,3
1,26.36000061,-0.829999983,-9.529999733,9.510000229,0
2,0,0,0,0,1
2,41.26187,2.043004,2.22499537,19.936985,2
2,0,0,0,0,1
2,0,0,0,0,1
1,24.04926,-16.0060749,-41.5439148,2.184546,0
4,31.1131725,21.9931984,1.78742814,68.27914,2
5,39.54999924,30.80999947,5.260000229,92.5,1
2,26.1925755,2.81243563,30.5049858,12.8756046,0
2,37.16389,5.674888,13.8834085,24.5772533,1
5,37.7810059,28.45713,7.15368128,87.03358,1
4,40.9141922,19.624094,19.4772148,112.674919,1
3,42.25298,7.51232147,-3.170941,44.4144669,2
6,22.2682228,74.68997,0.426440775,21.21201,0
4,29.3013382,23.5614681,3.78283787,62.5221634,1
2,0,0,0,0,3
1,25.7800751,-25.2677078,-39.83094,1.98748744,1
5,34.2781944,24.6143646,-2.39262319,81.90328,3
2,0,0,0,0,0
4,35.1590347,18.83714,-7.68968725,68.375946,2
5,37.32064,32.63756,16.1031189,95.36159,1
3,30.36531,12.358139,7.083875,41.3279152,1
4,40.2025375,23.1656628,35.826355,99.3961,3
3,44.65958,13.24433,12.1012535,88.83734,2
1,39.84171,-11.5291986,15.3963413,2.90792513,3
2,33.9729919,5.83613873,-6.882215,25.8458347,2
2,0,0,0,0,3
3,17.6443768,12.1030436,-19.2631779,15.2802525,3
4,40.9579926,20.7154484,7.150554,102.1715,3
5,25.6341057,28.475523,-5.444589,54.4189148,0
2,0,0,0,0,0
5,34.9464264,30.432478,5.761166,84.8042145,1
5,39.3287735,37.7532425,12.9491539,103.230515,2
2,0,0,0,0,2
1,37.4563255,-8.860933,-4.341122,4.9835906,1
2,0,0,0,0,2
5,38.7322464,44.7650757,-1.84183514,85.18629,2
5,19.86643,45.94595,-48.95761,34.8845139,1
1,40.8070335,-1.508473,6.264694,11.0693092,1
5,33.0291748,30.605093,-1.23230517,75.9176,2
1,23.0637245,-27.1262836,12.6803455,0.765225351,0
5,45.2136841,24.6319561,-0.7923359,115.237915,2
2,0,0,0,0,2
1,35.1023,-0.433836371,6.80338955,10.8410387,1
2,0,0,0,0,0
5,32.81177,35.2841377,-2.05748343,81.40851,1
4,24.5537148,20.386776,17.99139,41.09087,1
3,31.7741127,14.4938889,30.6737518,40.7476463,1
1,23.6032829,-11.9841089,-6.28172874,3.227402,1
3,40.98616,12.91653,5.889485,80.0020447,1
2,0,0,0,0,0
2,0,0,0,0,2
2,40.17206,5.548587,-4.097589,29.39569,3
2,0,0,0,0,1
2,0,0,0,0,2
3,34.2387428,8.146878,21.7777615,43.597683,2
4,24.6029186,16.5669041,-4.40374851,34.54495,1
4,39.7116966,21.3402748,9.824078,82.324585,1
2,0,0,0,0,0
1,36.0961075,-5.739684,-5.020618,5.911145,1
1,15.1678324,-9.487681,-1.15549862,3.9659307,1
3,35.86956,13.7900791,-2.55125451,53.6626434,2
5,15.1516027,37.57416,32.4440842,22.9555836,2
3,46.77681,12.7371731,4.852094,82.66256,3
2,37.88895,3.281624,-14.7040138,20.9389954,2
2,0,0,0,0,2
2,36.55531,2.3435297,-1.07510507,17.1264153,1
4,34.8627052,23.3153286,-18.2516785,79.24307,2
5,34.02305,30.1379623,24.7632484,83.8623352,1
2,0,0,0,0,2
2,0,0,0,0,2
1,19.0235882,-18.78448,16.3517151,1.855272,0
2,0,0,0,0,2
5,34.756176,28.4778023,-19.0672474,82.41087,1
1,33.1423378,-9.441374,29.7727928,4.17046547,1
3,38.4670563,13.652998,16.8832054,63.69149,1
2,18.8403187,5.446641,38.1494637,10.1332569,0
4,41.83457,15.8935146,-10.1543894,78.4976,2
2,0,0,0,0,1
5,23.9218235,40.8046875,74.08561,50.1181831,2
5,35.1649323,33.75934,-7.39269972,82.3196945,2
2,0,0,0,0,2
2,0,0,0,0,2
5,31.071804,32.2347527,21.7487774,75.31746,1
2,0,0,0,0,0
1,40.4017944,-2.6052525,-22.5888729,11.3371887,2
6,15.4396515,53.6184425,-57.34122,21.0636444,0
5,17.8033638,28.8120918,57.72735,28.7085133,0
5,21.081295,36.173233,-15.5199423,39.3831673,0
5,33.6124763,32.73892,1.09536362,85.13329,1
2,0,0,0,0,0
4,34.04917,19.2448864,-2.03968239,73.31598,2
1,19.6834126,-22.5186024,15.0537548,5.45241261,0
3,44.93508,14.1499119,-0.518123746,84.69013,3
3,37.06821,12.3175631,12.5567083,65.19417,1
5,35.0040741,35.4914474,9.266741,77.7791061,1
5,24.0475979,31.4661751,2.45116353,48.4664421,0
2,0,0,0,0,0
4,41.9384651,23.79114,3.37707639,106.902237,1
5,19.1131859,28.9825516,-25.0912838,30.3561363,0
4,41.772892,22.7645073,10.7208643,107.1177,3
2,0,0,0,0,3
2,0,0,0,0,1
4,33.2166939,21.6988659,2.31711268,74.8008347,3
2,0,0,0,0,2
3,36.97668,10.4207067,2.8099153,50.5471039,1
4,28.0514927,22.2771645,7.58834457,53.74442,1
5,44.41896,26.762825,-29.1810589,112.535072,3
1,24.11004,-3.72711515,3.172516,5.15873146,3
2,33.16088,3.27419114,38.30591,17.7466011,2
2,38.7426147,3.70954275,3.37218237,25.1421967,3
3,26.1215954,7.30625725,-13.5056782,18.315855,0
2,0,0,0,0,3
4,39.6550331,18.5735779,28.968441,83.05478,2
2,33.4630051,1.89043391,40.88613,19.7989044,1
5,34.2711525,35.7334137,-1.94659567,84.4741745,1
3,39.3917274,14.82514,-12.226799,79.9613647,2
2,0,0,0,0,1
2,0,0,0,0,3
2,24.47831,0.07588966,-12.8545551,7.323616,1
1,29.71755,-25.1194744,51.96947,1.90372741,2
2,0,0,0,0,2
4,35.073143,15.37627,5.907244,64.57219,1
2,0,0,0,0,2
2,0,0,0,0,1
2,0,0,0,0,1
5,36.7935143,25.3851051,-9.494743,92.3044,3
5,26.3249588,28.4874916,-2.90717268,53.5381165,0
2,39.1070671,2.97870016,-7.628174,19.7661877,1
3,35.4121323,14.2195578,-0.006075939,58.0852356,2
5,37.3830338,28.287714,-7.511574,95.8056,1
2,0,0,0,0,1
5,27.8026714,34.7049,3.97910619,59.96632,0
1,27.6402416,-4.74273968,-6.22775459,6.312414,0
5,39.1267433,24.2487736,0.9589848,92.58765,1
2,0,0,0,0,2
2,0,0,0,0,1
5,41.3565826,33.3995667,20.3620625,107.122131,2
5,38.6623421,24.1939526,5.321547,89.07531,2
5,36.9816055,30.6254425,4.314685,95.538765,1
2,0,0,0,0,0
2,0,0,0,0,0
5,28.4747334,29.03616,5.69655943,65.59349,0
2,0,0,0,0,2
5,41.27296,35.88639,-23.9647522,104.921753,2
2,0,0,0,0,1
2,0,0,0,0,3
5,27.4944038,24.96178,-24.435936,53.3196678,1
3,36.79859,13.6315737,-7.32016,77.03042,2
2,0,0,0,0,0
4,38.7647133,22.97474,-15.6694565,98.16075,3
4,32.900425,16.7977848,-3.02061081,38.6819229,1
6,20.16009,71.3943,-28.07174,18.9428139,1
5,28.3952847,33.17178,1.43362629,64.6989746,0
2,0,0,0,0,1
4,22.5343342,19.388361,34.9976768,27.8753242,1
4,34.1236839,18.7275581,19.8845711,48.7518768,3
2,0,0,0,0,1
2,0,0,0,0,2
2,42.9511871,1.21653461,2.46440482,17.1778,3
2,0,0,0,0,2
5,41.4266357,26.010973,25.3501072,110.483765,2
3,38.801445,10.2904291,24.6165257,60.13855,2
3,34.89049,10.3999567,-39.74099,44.4392,1
2,41.9368935,2.86746073,1.65854323,23.666893,3
1,37.9026337,-3.89565873,-20.086916,8.118121,2
2,0,0,0,0,0
2,33.34007,3.863898,13.4840136,18.8690548,0
3,33.3105927,14.737257,13.2709742,57.50083,0
3,32.6322861,13.24526,12.4298868,48.7935066,0
3,19.9295731,9.273524,-12.893013,16.1871262,1
3,35.6281967,13.4311876,3.39323235,49.0892143,1
3,37.650486,10.5446367,-10.6324844,40.4684372,3
4,17.6688633,17.3716755,14.5983582,21.34065,0
3,26.18044,14.4989672,19.939497,38.0023537,0
2,0,0,0,0,0
5,41.3018951,24.56292,2.857588,93.8980942,1
1,26.9480686,-12.4813652,-7.78838873,3.352618,1
4,29.1202354,15.7948313,-6.09708834,38.4072571,0
2,0,0,0,0,0
2,0,0,0,0,1
2,0,0,0,0,2
4,43.28661,16.1932125,1.93999374,72.64005,2
4,44.71432,22.21081,2.356711,100.04319,2
2,39.2414856,3.594848,7.80039,23.4748249,2
3,40.33003,8.074902,-19.045929,37.6283073,1
1,28.8896332,-7.271521,20.3814583,6.30721855,1
3,40.435154,14.5313778,27.4797,63.87888,3
5,27.7095261,27.6649284,-27.3694134,48.00408,1
2,0,0,0,0,2
4,39.5523529,17.6756535,15.5512838,92.82288,3
2,45.4925079,3.32858419,23.5240536,24.645546,2
5,41.4307251,45.9251633,2.90491867,95.1696,3
4,30.0346928,17.0570889,4.096124,47.8600235,1
2,0,0,0,0,1
4,33.1366463,21.6335449,-22.6098442,69.4822,1
4,37.2882576,20.23646,5.249207,78.6844559,1
5,35.3229256,29.2032757,-21.06143,76.28703,0
3,23.8875237,12.2021542,5.55286837,25.3249168,0
3,42.015564,11.4963923,-6.79853535,74.72453,2
4,21.18547,15.0952969,9.297154,24.480917,0
3,34.7546768,14.237011,12.2150192,62.00042,1
2,0,0,0,0,3
5,31.89335,26.827673,-0.456978053,63.1121368,1
1,38.2943459,-4.97381544,7.84969044,6.546234,2
3,38.95647,8.719426,0.201140732,46.53668,2
2,0,0,0,0,1
2,0,0,0,0,1
4,47.13146,19.5208817,-1.46052277,98.32668,3
5,36.68646,26.3015385,-3.62650824,88.0015945,1
5,35.69641,35.3163834,19.0437317,79.19719,2
3,30.6093674,9.71818352,25.12935,32.71941,1
2,0,0,0,0,1
5,35.92658,28.2359123,-0.722242236,93.81739,2
1,40.0727234,-4.696848,-7.19944429,5.564821,2
2,0,0,0,0,2
1,37.1720047,-1.18935466,30.0138855,12.0072012,0
2,0,0,0,0,1
3,30.2571373,10.3238049,-2.43171358,33.1092567,1
3,39.9171143,7.659839,7.618699,37.618454,2
2,0,0,0,0,2
3,30.9180641,13.3560925,18.10833,48.2771454,3
4,43.9037476,15.0672932,28.78797,58.24694,1
2,0,0,0,0,1
2,0,0,0,0,1
3,40.20192,13.4812393,-14.3385181,50.0760841,2
1,36.389595,-2.57326651,-25.91515,8.13316,1
2,37.7872925,4.754833,25.53651,39.12116,1
6,25.861311,51.2947769,44.8502655,51.3232765,0
3,32.1084824,14.1801062,-10.7583113,43.068882,3
2,39.7221527,5.22810268,-14.0088825,25.2958488,2
2,0,0,0,0,1
4,20.5611877,21.6342621,9.579422,30.2148438,0
4,40.03176,20.850111,-20.9754543,83.9407043,2
4,37.41325,21.9421349,31.4783325,69.92618,3
1,37.68825,-6.710512,-4.85473,4.53011942,2
4,42.6328468,15.0816984,26.6669846,87.60919,2
4,34.1448364,15.0523891,5.199191,56.2138824,1
4,35.6906128,23.1594963,-28.47647,84.774025,3
2,0,0,0,0,3
5,24.2834244,35.79759,-5.678025,52.50314,3
2,0,0,0,0,2
4,37.34585,21.7712727,-4.15115738,90.53608,3
5,20.5763359,26.6352711,-15.3340082,41.31948,1
2,0,0,0,0,2
2,0,0,0,0,1
2,0,0,0,0,2
5,33.51225,31.5063152,12.0850449,85.18123,1
3,31.00408,12.7783527,1.91236639,44.1726837,0
4,40.0439529,18.893713,-12.0343189,89.05734,3
4,25.7951756,18.5455132,-6.502597,44.8804932,0
2,33.0480652,3.36865664,-29.019146,17.1098557,1
2,0,0,0,0,3
2,39.70369,3.14501166,3.33697081,22.63085,2
2,0,0,0,0,3
5,33.51787,38.0830231,-11.401763,80.75767,1
2,33.24994,3.82447338,13.0726681,17.5869255,1
3,34.9877319,10.207736,6.745065,33.6186371,2
5,43.6988373,37.1196442,-1.29232335,122.519753,2
5,19.1748142,38.1897621,21.7940044,33.60598,0
5,31.0470371,31.9364014,-22.11776,70.08963,1
2,0,0,0,0,0
2,0,0,0,0,2
1,33.209713,-8.989262,0.903717756,4.792142,2
3,43.15377,14.5391846,1.47449565,76.0223,2
5,43.24452,27.83146,-23.7869568,114.605423,3
2,0,0,0,0,2
6,32.2839775,53.6122551,11.89079,66.6516953,3
4,28.59336,16.7017021,4.476327,37.75421,1
4,35.1794739,16.8427086,1.50133157,64.39706,1
2,0,0,0,0,2
2,0,0,0,0,0
5,30.9113426,37.08154,-16.9027367,75.9151,1
2,0,0,0,0,1
3,40.6872253,13.05835,16.7543182,72.59595,2
3,41.80576,13.9616184,18.39051,68.7243652,2
2,32.682373,2.146941,-1.50987351,17.2029,0
3,17.61705,11.5632353,-56.21059,13.101613,0
5,39.63797,27.4080753,13.8884974,102.094696,0
3,33.58731,8.385449,11.8997364,32.836998,1
1,26.4738312,-10.0793171,10.1181717,3.24976826,1
2,0,0,0,0,1
4,26.6070232,16.9688377,-13.6876774,34.34946,1
2,0,0,0,0,2
5,20.17359,25.7782955,-7.84173346,29.9081535,0
4,26.4139576,21.3536739,6.71121359,37.47356,0
3,26.3658733,11.3267736,3.40859,31.14221,0
5,32.17818,29.4773216,3.090696,62.1205139,1
4,36.9850273,16.4855518,1.19214368,64.3383,2
3,37.8458,10.0113945,-0.3388664,46.3431969,1
2,0,0,0,0,1
2,0,0,0,0,0
2,0,0,0,0,1
4,35.1447563,16.82058,-6.55504751,69.29883,0
2,0,0,0,0,1
6,23.9129219,50.2204552,-63.8460045,45.5291443,1
5,28.2848225,34.1601067,15.4063616,64.238945,0
2,0,0,0,0,1
2,0,0,0,0,1
5,30.10052,27.7225971,-21.7340412,69.67745,1
3,36.4571877,14.7526226,20.9527626,43.68265,2
4,26.11534,15.922389,7.67176151,37.9872131,0
1,37.6651878,-11.3217688,32.3789368,3.556307,2
4,25.2233047,15.7663841,2.75432968,37.7035065,0
3,41.7162552,10.96985,13.2071667,52.26641,1
1,38.1556549,-10.48497,15.40201,3.77978,0
5,32.5258636,33.12879,-6.46515131,79.90137,1
1,40.35381,-2.3811903,12.8141,8.201744,2
5,39.96673,30.2950649,4.25600147,93.52486,1
2,28.5542774,3.35259581,-14.4638462,17.96155,2
5,32.2855072,27.4883652,7.02705669,76.50598,1
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,2
6,19.68196,68.31477,-99.04076,6.57761765,0
4,37.95165,20.4275513,-38.3348,89.70152,2
1,29.3474483,-12.9316578,-48.901535,3.56461239,1
5,26.761,29.2444973,5.643998,56.1070061,0
5,30.1207371,31.6232281,-11.8869677,67.26252,2
2,0,0,0,0,1
3,33.29169,10.4525881,-20.8189735,45.485466,2
4,34.88000107,19.89999962,-20.43000031,73.76999664,1
1,37.46905,-20.8797016,-34.8082581,1.54002452,1
5,27.6436539,27.1483364,-12.1595068,57.4167938,1
